"object_id","esquema","nome","tipo","pasta","tabela_pai","create_date","modify_date","linhas","caracteres","escreve","verbos_escrita","alvos_escrita","chama_proc","qtd_refs","tabelas_ref","outras_ref"
"85015484","dbo","IV$TITULOORIGEM","VIEW","views","","2017-09-11 11:51:24","2017-09-15 16:12:31","2","129","False","","","False","1","GE_EMPRESA",""
"821018106","dbo","IV$TITULOVENC","VIEW","views","","2017-10-20 15:25:35","2017-12-27 11:15:44","23","516","False","","","False","1","EXT_TITULO",""
"2066978590","dbo","IV_EQUIPE","VIEW","views","","2025-02-17 17:35:34","2025-02-17 17:35:34","1","407","False","","","False","1","IV_VENDEDOR",""
"2082978647","dbo","IV_EQUIPEEMPR","VIEW","views","","2025-02-17 17:35:34","2025-02-17 17:35:34","1","176","False","","","False","1","IV_VENDEDOREMPR",""
"1746977450","dbo","IV_Q$ABERTURA_OS_REVISAO","VIEW","views","","2025-02-14 08:56:25","2025-02-14 08:56:25","1","844","False","","","False","4","GE_PESSOA; IV_FORMULARIO; IV_Q_ABERTURA_OS_REVISAO; IV_QUESTIONARIO",""
"1211307525","dbo","IV_Q$ACOMP_VEND_MAQUINAS","VIEW","views","","2022-11-11 14:59:40","2022-11-11 14:59:40","1","2658","False","","","False","4","GE_PESSOA; IV_FORMULARIO; IV_Q_ACOMP_VEND_MAQUINAS; IV_QUESTIONARIO",""
"1064494971","dbo","IV_Q$ACOMP_VENDA_DIRETA","VIEW","views","","2017-06-01 15:13:20","2017-06-01 15:13:20","1","1488","False","","","False","4","GE_PESSOA; IV_FORMULARIO; IV_Q_ACOMP_VENDA_DIRETA; IV_QUESTIONARIO",""
"612353396","dbo","IV_Q$ACOMP_VENDA_DIRETAJD","VIEW","views","","2023-07-19 11:50:48","2023-07-19 11:50:48","1","4239","False","","","False","4","GE_PESSOA; IV_FORMULARIO; IV_Q_ACOMP_VENDA_DIRETAJD; IV_QUESTIONARIO",""
"1930646121","dbo","IV_Q$ACOMP_VENDA_FINANC","VIEW","views","","2026-08-18 08:52:20","2026-08-18 08:52:20","1","1176","False","","","False","4","GE_PESSOA; IV_FORMULARIO; IV_Q_ACOMP_VENDA_FINANC; IV_QUESTIONARIO",""
"1909021982","dbo","IV_Q$ACOMP_VENDA_LOCACAO","VIEW","views","","2017-11-09 11:52:25","2017-11-09 11:52:25","1","1304","False","","","False","4","GE_PESSOA; IV_FORMULARIO; IV_Q_ACOMP_VENDA_LOCACAO; IV_QUESTIONARIO",""
"1022066827","dbo","IV_Q$ACOMP_VENDA_MANITOU","VIEW","views","","2018-03-19 17:06:19","2018-03-19 17:06:19","1","2115","False","","","False","4","GE_PESSOA; IV_FORMULARIO; IV_Q_ACOMP_VENDA_MANITOU; IV_QUESTIONARIO",""
