"SeqAcaoAuto","Pcte","NroEmpresa","Resultado","ResultadoCmpl","Acao","SeqUsuario","AssuntoCmpl","Operacao","UsaObjDyn","Exigida","GerarPara","FormaGeracao","QtdeDias","QtdeHU","Departamento","AtivoReceptivo","FormaPrimCont","Prioridade","SemConfirmacao","TipoAgendamento","Mesmoprocesso","SeqOrder","CHKSUM","QuebraDNA","EXIGESCOLHAATDGRPO","INDGERAPARAPESPRC","EMUSO","PROPAGAFORMTRAB","SOLICDATAAGD","HORAAGENDA"
"141","","7","940225","","","247","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"142","","1","940225","","","242","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"143","","2","50","","5","339","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"144","","3","50","","5","337","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"145","","11","50","","5","338","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"146","","4","50","","5","341","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"147","","7","50","","5","340","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"148","","1","50","","5","336","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"190","","7","940095","","","247","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"191","","1","940095","","","242","","","","N","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"192","","1","940094","","","242","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"193","","7","940094","","","247","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"195","","2","940003","","940062","13","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"196","","3","940003","","940062","11","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"197","","11","940003","","940062","12","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"198","","4","940003","","940062","10","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"199","","7","940003","","940062","9","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"221","","2","53","","940030","686","","","","N","","","0","0,00","","A","","","N","A","N","1","","0","0","","1","","0",""
"224","","","940052","","940015","190","","","","S","","","0","0,00","","A","","","N","A","N","1","","0","0","","1","","0",""
"263","","","93","Acomp.Téc.Operaciona","14","358","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"264","","","93","Clínica","12","358","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"265","","","93","Visita Pró Ativa","13","358","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"266","","","93","Treinamentos","15","358","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"267","","","93","Entrega Técnica","16","358","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"268","","2","940332","","940036","339","","","","N","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"269","","3","940332","","940036","337","","","","N","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"270","","4","940332","","940036","341","","","","N","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"271","","7","940332","","940036","340","","","","N","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"272","","11","940332","","940036","338","","","","N","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"273","","2","940333","","940057","294","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"274","","3","940333","","940057","337","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"275","","11","940333","","940057","338","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"276","","4","940333","","940057","341","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"277","","7","940333","","940057","340","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"290","","","116","","940052","","","","","N","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"298","","","119","","","-4","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"307","","2","127","Insatisfeito Peças","940031","273","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"308","","3","127","Insatisfeito Peças","940031","274","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"309","","11","127","Insatisfeito Peças","940031","276","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"310","","4","127","Insatisfeito Peças","940031","275","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"311","","7","127","Insatisfeito Peças","940031","272","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"312","","1","127","Insatisfeito Peças","940031","271","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"313","","2","127","Insatisfeito Serviço","940028","13","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"314","","3","127","Insatisfeito Serviço","940028","11","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"315","","11","127","Insatisfeito Serviço","940028","12","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"316","","4","127","Insatisfeito Serviço","940028","10","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"317","","7","127","Insatisfeito Serviço","940028","9","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"318","","1","127","Insatisfeito Serviço","940028","8","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"319","","2","127","Insatisfeito Vendas","940025","244","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"320","","3","127","Insatisfeito Vendas","940025","243","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"321","","11","127","Insatisfeito Vendas","940025","245","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"322","","4","127","Insatisfeito Vendas","940025","246","","","","N","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"323","","7","127","Insatisfeito Vendas","940025","247","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"324","","1","127","Insatisfeito Vendas","940025","242","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"342","","","170","","","412","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"361","","","189","Retornar","","248","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"362","","","189","Insatisfeito","940028","329","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"431","","","268","","52","","","","","S","","","7","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"477","","7","285","","940025","247","","","","S"," ","","0","0,00","","A","","","N","A","N","","","","0","","1","","0",""
"478","","4","285","","940025","246","","","","S"," ","","0","0,00","","A","","","N","A","N","","","","0","","1","","0",""
"480","","3","285","","940025","243","","","","S"," ","","0","0,00","","A","","","N","A","N","","","","0","","1","","0",""
"481","","2","285","","940025","244","","","","S"," ","","0","0,00","","A","","","N","A","N","","","","0","","1","","0",""
"482","","1","285","","940025","242","","","","S"," ","","0","0,00","","A","","2","N","A","N","","","","0","","1","","0",""
"526","","","328","","73","489","","","","S"," ","","0","0,00","","A","","","N","A","S","","","","0","","1","","0",""
"527","","","329","","72","489","","","","S"," ","","0","0,00","","A","","","N","A","S","","","","0","","1","","0",""
"585","","","274","","","167","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"670","","","436","","95","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"671","","","436","Parcial","147","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"678","","1","274","","","127","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"681","","1","447","","","127","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"687","","","447","","","167","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"749","","","263","Consórcio","459","","","","","S","","","0","0,00","","A","","","N","A","N","1","","","0","","1","","0",""
"807","","","444","","155","489","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"839","","","516","","","","","","","N","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"867","","","542","","","","","","","S","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"868","","","543","","","","","","","S","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"871","","","539","","","446","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"872","","","546","","","","","","","S","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"896","","","559","","123","","","","","S","","","30","0,00","","A","","","N","A","S","","","0","0","","1","","0",""
"897","","","560","","123","523","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"899","","","563","","","167","","","","S","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"916","","","454","","","167","","","","S","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"950","","","588","","123","","","","","S","","","0","0,00","","A","","","N","A","N","1","","","0","","1","","0",""
"951","","","587","","","-3","","","","S","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"962","","","555","Serviços","123","","","","","S","","","0","0,00","","A","","","N","A","N","1","","","0","","1","","0",""
"964","","","555","Consórcio","123","","","","","S","","","0","0,00","","A","","","N","A","N","1","","","0","","1","","0",""
"965","","","555","Green System","123","","","","","S","","","0","0,00","","A","","","N","A","N","1","","","0","","1","","0",""
"966","","","555","Locação","123","","","","","S","","","0","0,00","","A","","","N","A","N","1","","","0","","1","","0",""
"967","","","555","Peças","123","","","","","S","","","0","0,00","","A","","","N","A","N","1","","","0","","1","","0",""
"986","","","595","","129","","","","","N","","","30","0,00","","A","","","N","A","N","","","","0","","1","","0",""
"991","","","604","","129","","","","","N","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1000","","","619","","","","","","","S","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"1039","","","1","","","516","","","","S","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"1043","","","243","Com Insatisfação","408","686","Entrega Técnica","","","S","","","0","0,00","","A","","0","N","A","S","1","","0","0","","1","","0",""
"1046","","","661","","123","","","","","S","","","0","0,00","","A","","","N","A","N","","","","0","","1","","0",""
"1047","","","662","","123","","","","","S","","","0","0,00","","A","","","N","A","N","","","","0","","1","","0",""
"1050","","","664","","128","-5","Pedido Aprovado","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1051","","","590","","145","","","","","S","","","0","0,00","","A","","","N","A","N","1","","","0","","1","","0",""
"1052","","","672","","130","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1056","","","673","Sem Problemas","150","686","","","","S","","","69","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1057","","","285","","149","686","","","","S","","","18","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1058","","","286","","149","686","","","","S","","","18","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1059","","","450","","149","686","","","","S","","","18","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1060","","","243","","63","686","","","","S","","","5","0,00","","A","","0","N","A","S","1","","0","0","","0","","0",""
"1063","","","679","","128","-5","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1064","","","679","","94","656","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1067","","","436","","154","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1072","","","691","","156","767","Pagar Comissão Venda Direta","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1073","","","693","AMS + Serviços","152","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1075","","","693","AMS","152","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1078","","","697","","","516","","","","S","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"1079","","","699","","","516","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1087","","","706","","150","686","","","","S","","","69","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1089","","1","673","Com Problemas","940025","127","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1090","","2","673","Com Problemas","940025","747","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1091","","3","673","Com Problemas","940025","591","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1092","","7","673","Com Problemas","940025","782","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1095","","2","675","Com Problemas","940025","747","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1096","","3","675","Com Problemas","940025","591","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1099","","7","675","Com Problemas","940025","782","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1100","","1","675","Com Problemas","940025","127","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1101","","","284","","149","686","","","","S","","","18","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1105","","","632","","","-5","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1106","","","632","","","516","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1108","","","719","","","-5","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1111","","","729","","166","576","","","","S","","","0","0,00","","A","","0","N","A","S","1","","","0","","1","","0",""
"1112","","","731","","167","489","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1114","","","734","Parcial","167","489","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1115","","","737","","171","","","","","S","","","0","0,00","","A","","","N","A","S","","","","0","","1","","0",""
"1117","","","738","","170","","","","","S","","","0","0,00","","A","","","N","A","S","","","","0","","1","","0",""
"1118","","","741","","171","","","","","S","","","0","0,00","","A","","","N","A","S","","","","0","","1","","0",""
"1120","","","742","","","-5","","","","S","","","0","","","A","","","S","C","S","","","","0","","1","","0",""
"1121","","","742","","","516","","","","S","","","0","","","A","","","S","C","S","","","","0","","1","","0",""
"1122","","","744","","176","819","","","","S","","","0","0,00","","A","","","N","A","S","","","","0","","1","","0",""
"1128","","","727","","165","","","","","S","","","0","0,00","","A","","1","N","A","S","1","","","0","","1","","0",""
"1146","","4","263","Agricultura Precisão","131","591","","","","N","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1147","","3","263","Agricultura Precisão","131","591","","","","N","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1148","","2","263","Agricultura Precisão","131","","","","","N","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1149","","7","263","Agricultura Precisão","131","674","","","","N","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1152","","","760","","","516","","","","S","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"1154","","","761","","","516","","","","N","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"1156","","","763","","172","","","","","S","","","0","0,00","","A","","1","N","A","S","1","","","0","","1","","0",""
"1157","","","766","","145","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1159","","","767","","145","","","","","S","","","0","0,00","","A","","1","N","A","S","1","","","0","","1","","0",""
"1162","","","729","","","-5","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1163","","","729","","","448","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1171","","","778","","179","","","","","S","","","0","0,00","","A","","2","N","A","S","1","","","0","","1","","0",""
"1210","","","809","","187","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1212","","","673","Com Problemas","150","686","","","","S","","","69","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1231","","","779","","180","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1232","","","729","","","231","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1242","","1","53","","940030","686","","","","N","","","0","0,00","","A","","","N","A","N","1","","","0","","1","","0",""
"1243","","7","53","","940030","686","","","","N","","","0","0,00","","A","","","N","A","N","1","","","0","","1","","0",""
"1244","","10","53","","940030","686","","","","N","","","0","0,00","","A","","","N","A","N","1","","","0","","1","","0",""
"1245","","5","53","","940030","686","","","","N","","","0","0,00","","A","","","N","A","N","1","","","0","","1","","0",""
"1246","","12","53","","940030","686","","","","N","","","0","0,00","","A","","","N","A","N","1","","","0","","1","","0",""
"1247","","4","53","","940030","686","","","","N","","","0","0,00","","A","","","N","A","N","1","","","0","","1","","0",""
"1248","","11","53","","940030","686","","","","N","","","0","0,00","","A","","","N","A","N","1","","","0","","1","","0",""
"1249","","9","53","","940030","686","","","","N","","","0","0,00","","A","","","N","A","N","1","","","0","","1","","0",""
"1250","","3","53","","940030","686","","","","N","","","0","0,00","","A","","","N","A","N","1","","","0","","1","","0",""
"1278","","","274","","","448","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1285","","","818","","179","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1286","","","570","","","241","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1288","","","729","","","875","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1293","","","833","Com Demanda","193","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1294","","","833","Sem Demanda","191","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1305","","","723","","","467","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1306","","","723","","","448","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1320","","","899","","199","","Cliente com interesse em equip usado","","","S","","","0","0,00","","A","","2","N","A","S","1","","","0","","1","","0",""
"1365","","","911","","","448","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1366","","","911","","","467","","","","S","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"1393","","","646","","","","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1428","","","981","","229","","Negativação realizada","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1431","","","985","","231","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1444","","","1006","","234","","","","","S","","","0","0,00","","A","","1","N","A","S","1","","","0","","1","","0",""
"1451","","","1008","Contabilidade","","576","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1452","","","1008","Estoque","","448","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1453","","","1008","Financeiro","","520","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1454","","","1008","","","-5","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1491","","","1061","","198","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1496","","","1062","","","516","","","","S","","","0","0,00","","A","","1","N","C","S","1","","","0","","1","","0",""
"1498","","","1063","","","448","Faturamento Cancelado","","","S","","","0","0,00","","A","","","S","C","S","1","","0","0","0","1","","0",""
"1499","","","1063","","","-5","Faturamento Cancelado","","","S","","","0","0,00","","A","","","S","C","S","1","","0","0","0","1","","0",""
"1573","","1","1143","","","127","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1574","","","1143","","","448","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1575","","","1143","","","447","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1583","","4","642","","213","591","","","","S","","","0","0,00","","A","","","S","A","S","1","","","0","","1","","0",""
"1585","","9","642","","213","591","","","","S","","","0","0,00","","A","","","S","A","S","1","","","0","","1","","0",""
"1586","","3","642","","213","591","","","","S","","","0","0,00","","A","","","S","A","S","1","","","0","","1","","0",""
"1587","","","1144","","176","819","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1588","","","1145","","176","819","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1589","","","1146","","143","606","","","","N","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1590","","","1149","","142","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1591","","","1147","","264","441","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1592","","","1147","","143","606","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1594","","","1146","","264","576","","","","N","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1598","","","1150","","265","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1601","","","1157","","267","","","","","S","","","0","0,00","","A","","2","N","A","S","1","","","0","","1","","0",""
"1604","","2","1171","","269","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1606","","","1164","","","354","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1607","","","1164","","","-2","","","","S","","","0","0,00","","A","","","S","C","S","1","","","0","","1","","0",""
"1609","","","1189","","","-4","Crédito não liberado","","","S","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"1611","","","1175","","768","0","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","","1","0","0",""
"1612","","3","1178","","273","243","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1613","","","1182","","272","-4","Pedido Recusado","","","S","","","0","0,00","","A","","1","N","A","S","1","","","0","","1","","0",""
"1614","","2","1183","Ativação de Licença","274","802","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1615","","2","1183","Licença","274","802","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1617","","","1183","","276","811","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1633","","","1215","","268","","","","","S","","","60","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1682","","","1216","","268","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1699","","","1223","","285","248","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1702","","","286","Com Indicação","285","1337","","","0","N","","","0","0,00","","A","","1","S","A","N","1","","1","0","","1","0","0",""
"1738","","3","1230","Atendimento Serviços","286","593","","","","S","","","0","0,00","","A","","","N","A","S","","","","0","","1","","0",""
"1740","","11","1230","Atendimento Serviços","286","827","","","","S","","","0","0,00","","A","","","N","A","S","","","","0","","1","","0",""
"1741","","4","1230","Garantia","286","593","","","","S","","","0","0,00","","A","","","N","A","S","","","","0","","1","","0",""
"1743","","7","1230","PMP","286","593","","","","S","","","0","0,00","","A","","","N","A","S","","","","0","","1","","0",""
"1754","","","1243","","","516","","","","S","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"1755","","","1243","","","-5","","","","S","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"1756","","","1239","","289","","Prospecão IM","","","S","","","0","0,00","","A","","2","N","A","S","1","","","0","","1","","0",""
"1757","","","1239","Serviço","268","354","Prospecção IM","","","S","","","0","0,00","","A","","0","N","A","S","1","","","0","","1","","0",""
"1758","","","1239","Peça","382","","Prospecção IM","","","S","","","0","0,00","","A","","0","N","A","S","1","","","0","","1","","0",""
"1778","","","738","","","489","","","","S","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"1779","","","2","","","879","","","0","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","0","0",""
"1780","","","1270","Implementos","296","","","","","S","","","0","0,00","","A","","0","N","A","S","1","","","0","","1","","0",""
"1805","","11","1287","","268","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1807","","4","1287","","268","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1808","","3","1287","","268","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1809","","7","1287","","268","593","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1810","","1","1287","","268","0","","","0","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","0","0",""
"1811","","","1292","","300","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1815","","","1299","","302","0","","","0","N","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","0","0",""
"1823","","","1301","","376","516","","","","S","","","0","0,00","","A","","","N","A","S","1","","","0","","1","","0",""
"1847","","","1198","","","-3","","","","N","","","0","0,00","","A","","","N","C","S","1","","","0","","1","","0",""
"94000119","","","940185","","940050","","","","","S",""," ","0","","","A","","2","N","A","S","1","","0","0","","1","","0",""
"94000120","","","940185","","940051","","","","","S",""," ","0","","","A","","2","N","A","S","1","","0","0","","1","","0",""
"94000125","","7","940024","","940000","182","","","","S",""," ","0","0,00","","A","","","N","A","N","1","","0","0","","1","","0",""
"94000126","","","940025","","940001","","","","","S",""," ","0","","","A","","","N","A","S","1","","0","0","","1","","0",""
"94000129","","","940204","","940000","","","","","S",""," ","0","","","A","","","N","A","S","1","","0","0","","1","","0",""
"94000139","","","940091","","940016","","","","","S",""," ","0","","","A","","","N","A","S","1","","0","0","","1","","0",""
"94000146","","","940216","","940053","","","","","S",""," ","0","","","A","","","N","A","S","1","","0","0","","1","","0",""
"94000158","","","940228","","940017","","","","","S",""," ","0","","","A","","","N","A","S","1","","0","0","","1","","0",""
"94000165","","","940239","","940002","","","","","N","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"94000168","","1","940097","","","242","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"94000170","","","940216","","940020","","","","","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","1","","0",""
"94000225","","1","940039","","","242","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"94000226","","7","940039","","","247","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"94000227","","2","940040","","","244","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"94000228","","7","940017","","","247","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"94000229","","1","940017","","","242","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"94000235","","1","940024","","940000","21","","","","S","","","0","0,00","","A","","","N","A","N","1","","0","0","","1","","0",""
"94000236","","1","940026","","","242","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"94000237","","7","940026","","","247","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"94000238","","7","940025","","","247","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
"94000239","","1","940025","","","242","","","","S","","","0","0,00","","A","","","N","C","S","1","","0","0","","1","","0",""
