"SeqAcaoAuto","Pcte","NroEmpresa","Resultado","ResultadoCmpl","Acao","SeqUsuario","AssuntoCmpl","Operacao","UsaObjDyn","Exigida","GerarPara","FormaGeracao","QtdeDias","QtdeHU","Departamento","AtivoReceptivo","FormaPrimCont","Prioridade","SemConfirmacao","TipoAgendamento","Mesmoprocesso","SeqOrder","CHKSUM","QuebraDNA","EXIGESCOLHAATDGRPO","INDGERAPARAPESPRC","EMUSO","PROPAGAFORMTRAB","SOLICDATAAGD","HORAAGENDA"
"3874","","3","2176","","528","243","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3875","","7","2176","","528","782","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3876","","1","2176","","528","127","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3877","","2","2176","","528","747","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3878","","","2181","","536","767","","","","S","","","0","0,00","","A","","","N","A","S","","","","","","1","","0",""
"3881","","","2182","","536","767","","","","S","","","0","0,00","","A","","","N","A","S","","","","","","1","","0",""
"3884","","","2183","","","239","","","","S","","","0","","","A","","","N","C","S","","","","","","1","","0",""
"3885","","","2149","","528","-2","Processo devolvido","","","S","","","0","0,00","","A","","0","N","A","S","1","","","","","1","","0",""
"3886","","","2151","Docto parcial","529","","Pendência","","","S","","","0","0,00","","A","","0","N","A","S","1","","","","","1","","0",""
"3887","","","2114","","521","","Aprovado Credito Com Contrato","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3888","","2","2128","","528","747","Processo devolvido","","","S","","","0","0,00","","A","","","N","A","S","1","","","1","","1","","0",""
"3894","","2","2191","","539","747","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3897","","7","2191","","539","782","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3898","","1","2191","","539","127","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3899","","","2120","","522","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3902","","","2127","","537","489","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3905","","7","2114","","533","594","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3906","","3","2114","","533","652","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3907","","","2195","","521","","Aprovado Sem Contrato","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3908","","9","1183","Licença","274","802","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3909","","9","1183","Ativação de Licença","274","802","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3910","","","2127","","540","489","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3911","","","2201","","609","0","","","0","S","","","0","0,00","","A","","","N","A","S","1","","0","0","","0","0","0",""
"3913","","","2205","","","-3","","","","S","","","0","0,00","","A","","","S","C","S","1","","","","","1","","0",""
"3914","","","2206","","","-3","","","","S","","","0","","","A","","","S","C","S","","","","","","1","","0",""
"3915","","","2208","","","","","","","S","","","0","0,00","","A","","","N","C","S","1","","","","","1","","0",""
"3916","","9","2206","","542","802","","","","S","","","0","0,00","","A","","0","N","A","S","1","","","","","1","","0",""
"3917","","1","2205","","542","802","","","","S","","","0","0,00","","A","","0","N","A","S","1","","","","","1","","0",""
"3920","","","2211","","","-3","","","","S","","","0","","","A","","","S","C","S","","","","","","1","","0",""
"3921","","9","2211","","542","802","","","","S","","","0","0,00","","A","","0","N","A","S","","","","","","1","","0",""
"3923","","","2216","","104","","Devolvido","","","S","","","0","0,00","","A","","0","N","A","S","1","","","","","1","","0",""
"3924","","","468","","544","","","","","S","","","0","0,00","","A","","","N","A","S","1","","","","","1","","0",""
"3925","","7","2205","","542","802","","","","S","","","0","0,00","","A","","0","N","A","S","1","","","","","1","","0",""
"9099","","18","2578","","826","867","","","0","N","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","",""
"9100","","7","2624","","826","867","","","0","N","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","",""
"9101","","1","2624","","826","867","","","0","N","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","",""
"9102","","13","2624","","826","867","","","0","N","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","",""
"9103","","14","2624","","826","867","","","0","N","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","",""
"9104","","15","2624","","826","867","","","0","N","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","",""
"9105","","16","2624","","826","867","","","0","N","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","",""
"9106","","17","2624","","826","867","","","0","N","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","",""
"9107","","18","2624","","826","867","","","0","N","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","",""
"9108","","2","2624","","826","1400","","","0","N","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","0",""
"9109","","9","2624","","826","1400","","","0","N","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","0",""
"9110","","10","2624","","826","1400","","","0","N","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","",""
"9111","","3","2624","","826","1400","","","0","N","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","",""
"9112","","4","2624","","826","1400","","","0","N","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","",""
"9113","","11","2624","","826","1400","","","0","N","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","",""
"9114","","12","2624","","826","1400","","","0","N","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","",""
"9115","","","3227","","767","0","","","0","N","","","0","0,00","","A","","2","S","A","N","100","","1","0","0","1","0","",""
"9116","","","3482","","822","0","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9117","","","3248","","825","1083","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"9118","","","3412","","809","869","Chassi Disponível","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","0","0","0",""
"9119","","","3610","","824","1380","Sem Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9120","","2","3499","Com Pendência","848","1126","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9121","","3","3499","Com Pendência","848","1124","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9122","","9","3499","Com Pendência","848","1123","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9123","","14","3499","Com Pendência","848","1256","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9124","","11","3499","Com Pendência","848","1125","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9125","","4","3499","Com Pendência","848","1158","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9126","","12","3499","Com Pendência","848","1127","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9127","","5","3499","Com Pendência","848","1159","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9128","","15","3499","Com Pendência","848","1257","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9129","","10","3499","Com Pendência","848","1160","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9130","","18","3499","Com Pendência","848","1260","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9131","","7","3499","Com Pendência","848","1122","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9132","","1","3499","Com Pendência","848","1121","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9133","","13","3499","Com Pendência","848","1255","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9134","","17","3499","Com Pendência","848","1259","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9135","","16","3499","Com Pendência","848","1258","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9136","","","3614","","806","1380","Formulário/Contrato Enviado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9137","","2","3430","Com Contrato","849","1126","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9138","","3","3430","Com Contrato","849","1124","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9139","","9","3430","Com Contrato","849","1123","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9140","","14","3430","Com Contrato","849","1256","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9141","","11","3430","Com Contrato","849","1125","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9142","","4","3430","Com Contrato","849","1158","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9143","","12","3430","Com Contrato","849","1127","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9144","","5","3430","Com Contrato","849","1159","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9145","","15","3430","Com Contrato","849","1257","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9146","","10","3430","Com Contrato","849","1160","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9147","","18","3430","Com Contrato","849","1260","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9148","","7","3430","Com Contrato","849","1122","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9149","","1","3430","Com Contrato","849","1121","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9150","","13","3430","Com Contrato","849","1255","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9151","","17","3430","Com Contrato","849","1259","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9152","","16","3430","Com Contrato","849","1258","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9153","","","3472","Recurso Próprio","850","868","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","0","0","0",""
"9154","","2","3618","","816","1126","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9155","","3","3618","","816","1124","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9156","","9","3618","","816","1123","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9157","","14","3618","","816","1256","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9158","","11","3618","","816","1125","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9159","","4","3618","","816","1158","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9160","","12","3618","","816","1127","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9161","","5","3618","","816","1159","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9162","","15","3618","","816","1257","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"8486","","10","3431","","805","1160","Recurso Próprio Não Aprovado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8487","","18","3431","","805","1260","Recurso Próprio Não Aprovado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8488","","7","3431","","805","1122","Recurso Próprio Não Aprovado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8489","","1","3431","","805","1121","Recurso Próprio Não Aprovado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8490","","13","3431","","805","1255","Recurso Próprio Não Aprovado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8491","","17","3431","","805","1259","Recurso Próprio Não Aprovado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8492","","16","3431","","805","1258","Recurso Próprio Não Aprovado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8493","","","3425","","809","869","Processo Sem Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","0","0","0",""
"8494","","","3455","","819","1379","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","0",""
"8495","","","3456","","819","1379","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","0",""
"8496","","","3457","","767","-15","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8497","","2","3458","","772","1126","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8498","","3","3458","","772","1124","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8499","","9","3458","","772","1123","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8500","","14","3458","","772","1256","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8501","","11","3458","","772","1125","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8502","","4","3458","","772","1158","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8503","","12","3458","","772","1127","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8504","","5","3458","","772","1159","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8505","","15","3458","","772","1257","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8506","","10","3458","","772","1160","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8507","","18","3458","","772","1260","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8508","","7","3458","","772","1122","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8509","","1","3458","","772","1121","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8510","","13","3458","","772","1255","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8511","","17","3458","","772","1259","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8512","","16","3458","","772","1258","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8513","","2","3459","","772","1126","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8514","","3","3459","","772","1124","Alterada Forma de Pagamento","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"9163","","10","3618","","816","1160","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9164","","18","3618","","816","1260","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9165","","7","3618","","816","1122","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9166","","1","3618","","816","1121","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9167","","13","3618","","816","1255","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9168","","17","3618","","816","1259","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9169","","16","3618","","816","1258","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9170","","","3621","","772","0","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9171","","","3631","","852","1380","Sem Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9172","","","3619","","852","1380","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9173","","","3625","","819","1379","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","0",""
"9174","","","3632","","852","1380","Formulario/Contrato Enviado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9175","","2","3625","Com Contrato","854","1126","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9176","","3","3625","Com Contrato","854","1124","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9177","","9","3625","Com Contrato","854","1123","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9178","","14","3625","Com Contrato","854","1256","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9179","","11","3625","Com Contrato","854","1125","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9180","","4","3625","Com Contrato","854","1158","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9181","","12","3625","Com Contrato","854","1127","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9182","","5","3625","Com Contrato","854","1159","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9183","","15","3625","Com Contrato","854","1257","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9184","","10","3625","Com Contrato","854","1160","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9185","","18","3625","Com Contrato","854","1260","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9186","","7","3625","Com Contrato","854","1122","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9187","","1","3625","Com Contrato","854","1121","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9188","","13","3625","Com Contrato","854","1255","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9189","","17","3625","Com Contrato","854","1259","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9190","","16","3625","Com Contrato","854","1258","Crédito Aprovado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9191","","","3629","Sem Pendência","852","0","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9192","","2","3629","Com Pendência","853","1126","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9193","","3","3629","Com Pendência","853","1124","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9194","","9","3629","Com Pendência","853","1123","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9195","","14","3629","Com Pendência","853","1256","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9196","","11","3629","Com Pendência","853","1125","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9197","","4","3629","Com Pendência","853","1158","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9198","","12","3629","Com Pendência","853","1127","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9199","","5","3629","Com Pendência","853","1159","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9200","","15","3629","Com Pendência","853","1257","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9201","","10","3629","Com Pendência","853","1160","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9202","","18","3629","Com Pendência","853","1260","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9203","","7","3629","Com Pendência","853","1122","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9204","","1","3629","Com Pendência","853","1121","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9205","","13","3629","Com Pendência","853","1255","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9206","","17","3629","Com Pendência","853","1259","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9207","","16","3629","Com Pendência","853","1258","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9208","","","3619","","824","1380","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9209","","","3635","","577","656","Corrigir Processo","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"9210","","2","3625","Sem Contrato","807","1126","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9211","","3","3625","Sem Contrato","807","1124","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9212","","9","3625","Sem Contrato","807","1123","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9213","","14","3625","Sem Contrato","807","1256","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9214","","11","3625","Sem Contrato","807","1125","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9215","","4","3625","Sem Contrato","807","1158","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9216","","12","3625","Sem Contrato","807","1127","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9217","","5","3625","Sem Contrato","807","1159","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9218","","15","3625","Sem Contrato","807","1257","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9219","","10","3625","Sem Contrato","807","1160","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9220","","18","3625","Sem Contrato","807","1260","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9221","","7","3625","Sem Contrato","807","1122","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9222","","1","3625","Sem Contrato","807","1121","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9223","","13","3625","Sem Contrato","807","1255","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9224","","17","3625","Sem Contrato","807","1259","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9225","","16","3625","Sem Contrato","807","1258","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"9226","","","3639","","767","0","Com Interesse Futuro","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","0","0","0",""
"9227","","","3641","","768","1422","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9228","","","3653","","823","1422","SAM","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9229","","","3657","","860","0","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9230","","","3657","","823","0","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","0","0","0",""
"9231","","","3494","","707","1422","Venda Direita","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","0",""
"9232","","","3494","","63","796","Venda Direta","","0","S","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","0",""
"9233","","2","3494","","711","1375","Venda Direta","","0","S","","","0","0,00","","A","","2","S","A","N","100","","0","0","0","1","0","0",""
"9234","","","3649","","859","1422","KAM","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"9235","","","3663","","823","1422","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","0","0","0",""
"9236","","","3494","","704","1442","Venda Direta","","0","S","","","0","0,00","","A","","2","N","A","N","100","","0","0","0","1","0","0",""
"9237","","","3664","","768","1422","Pedido Grandes Contas","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"9238","","2","3668","","769","952","Alterado Forma de Pagamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9239","","3","3668","","769","953","Alterado Forma de Pagamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","0",""
"9240","","9","3668","","769","957","Alterado Forma de Pagamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9241","","14","3668","","769","962","Alterado Forma de Pagamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","0",""
"9242","","11","3668","","769","959","Alterado Forma de Pagamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9243","","4","3668","","769","954","Alterado Forma de Pagamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9244","","12","3668","","769","960","Alterado Forma de Pagamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9246","","5","3668","","769","955","Alterado Forma de Pagamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9247","","15","3668","","769","963","Alterado Forma de Pagamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9248","","10","3668","","769","958","Alterado Forma de Pagamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9249","","18","3668","","769","966","Alterado Forma de Pagamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","0",""
"9250","","7","3668","","769","956","Alterado Forma de Pagamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9251","","1","3668","","769","951","Alterado Forma de Pagamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","1","0","1","0","",""
"9286","","12","2968","","","1127","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"9287","","5","2968","","","1159","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"9288","","15","2968","","","1257","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"9289","","10","2968","","","1160","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
"9290","","18","2968","","","1260","","","0","N","","","0","0,00","","A","","2","S","C","S","100","","0","0","0","1","0","",""
