"SeqPar","SeqGlbPar","NroEmpresa","Campo1","Campo2","Campo3","Campo4","Campo5","Campo6","Numero1","Numero2","Numero3","Numero4","Numero5","Numero6","Data1","Data2","Data3","Data4","Data5","Data6","Literal1","Literal2","Literal3","Literal4","Literal5","Literal6","Literal7","Literal8","Literal9","Literal10","DtaAlteracao","UsuAlteracao","SimNao1","SimNao2","SimNao3","SimNao4","SimNao5","SimNao6","SimNao7","SimNao8","SimNao9","SimNao10"
"10668","9405","0","Case","","","","","","","","","","","","","","","","","","Axial Flow 5130","","","","","","","","","","23/05/2019 17:41:00","DIEGO.MARQUES","1","","","","","","","","",""
"10669","9400","1","","","","","","","","","","","","","","","","","","","ANTENOR VERONA","","","","","","","","","","24/05/2019 10:11:00","FELIPE.VIOLIN","0","0","0","0","0","0","0","0","1","0"
"10672","9401","0","New Holland","","","","","","","","","","","","","","","","","","TL95E","","","","","","","","","","26/05/2019 11:23:00","DIEGO.MARQUES","1","","","","","","","","",""
"10673","9401","0","New Holland","","","","","","","","","","","","","","","","","","T4.75V","","","","","","","","","","26/05/2019 11:27:00","DIEGO.MARQUES","1","","","","","","","","",""
"650205","15","0","","","","","","","","","","","","","","","","","","","DMB MAQUINAS E IMPLEM AGRICOLA","SF SUPER CULTIVADOR","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650206","15","0","","","","","","","","","","","","","","","","","","","IMPLEMENTOS AGRICOLAS MARISPAN","KIT PA CARREGADEIRA AGRICOLA PHD","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650207","15","0","","","","","","","","","","","","","","","","","","","GERALDO N. RECKTENWALD E CIA","CARRETA ARROZEIRA 13.500","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650208","15","0","","","","","","","","","","","","","","","","","","","MARCHESAN IMPL E MAQ AGRIC TAT","ARADO SUBSOLADOR COM DESARME AUTOMATICO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650209","15","0","","","","","","","","","","","","","","","","","","","AGRO METHAL INDUSTRIAL LTDA","PLATAFORMA DE MILHO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650210","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","COLHEITADEIRA DE GRAOS 9650 STS","COLHEITADEIRA","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650211","15","0","","","","","","","","","","","","","","","","","","","ORION TECNOLOGIA E SISTEMAS AG","EQUIPAMENTO ORION TARGET","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650212","15","0","","","","","","","","","","","","","","","","","","","VALTRA","TRATOR VALTRA A124H","USADOS","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650213","15","0","","","","","","","","","","","","","","","","","","","VALTRA","TRATOR AGRICOLA VALTRA 685","USADOS","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650214","15","0","","","","","","","","","","","","","","","","","","","BALDAN IMPLEMENTOS AGRICOLAS","ARADO SUBSOLADOR COM DESARME E REARME AUTOMATICO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650215","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR 8370R (MAR-I)","TRATOR","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650216","15","0","","","","","","","","","","","","","","","","","","","JOST AGRICULTURE & CONSTRUCTIO","CARREGADEIRA FRONTAL 553NSL _JOY","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650217","15","0","","","","","","","","","","","","","","","","","","","KAMAQ MAQUINAS E IMPLEM AGRIC","ROÇADEIRA KDD","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650218","15","0","","","","","","","","","","","","","","","","","","","SLC MAQUINAS LTDA","COLHEITADEIRA DE GRAOS SLC 1165","COLHEITADEIRA","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650219","15","0","","","","","","","","","","","","","","","","","","","MARCHESAN IMPL E MAQ AGRIC TAT","PLANTADEIRA ADUBADEIRA","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650220","15","0","","","","","","","","","","","","","","","","","","","DMB MAQUINAS E IMPLEM AGRICOLA","B.F SULCADOR BEIJA-FLOR","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650221","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR 8295R (MAR-I)","TRATOR","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650222","15","0","","","","","","","","","","","","","","","","","","","VALTRA","VALTRA BT 190","USADOS","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650223","15","0","","","","","","","","","","","","","","","","","","","FACCHINI","REBOQUE AGRICOLA BASCULANTE HIDRAULICO 2 EIXOS-6000KG","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650224","15","0","","","","","","","","","","","","","","","","","","","KO MAQUINAS AGRICOLAS LTDA","ATOMIZADOR AGRICOLA KO A 1000 CA","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650225","15","0","","","","","","","","","","","","","","","","","","","MASSEY FERGUSON","TRATOR AGRICOLA MF 4307","USADOS","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650226","15","0","","","","","","","","","","","","","","","","","","","NB MAQUINAS LTDA","SEGADEIRA DE DISCOS SDN 210","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650227","15","0","","","","","","","","","","","","","","","","","","","CIMAG IND. E COM. DE MAQ. AGR.","ROÇADEIRA CENTRAL LATERAL","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650228","15","0","","","","","","","","","","","","","","","","","","","AGRITECH LAVRALE IND MAQ","ENXADA ROTATIVA DESLOCAVEL SUPER FORTE ENCANT. RSFEA-150/6C","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650229","15","0","","","","","","","","","","","","","","","","","","","BALDAN IMPLEMENTOS AGRICOLAS","ARADO SUBSOLADOR DESARME AUTOMATICO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650230","15","0","","","","","","","","","","","","","","","","","","","IMEP INDUSTRICA MECANICA POMP","TANQUE CALDA PRONTA ESTACIONARIA","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650231","15","0","","","","","","","","","","","","","","","","","","","IMPLEMENTOS AGRICOLAS MARISPAN","PLAINA ENLEIRADORA","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650232","15","0","","","","","","","","","","","","","","","","","","","NEW HOLLAND AGRICULTURE","TRATOR AGRIC NEW HOLLAND T6 130","USADOS","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650233","15","0","","","","","","","","","","","","","","","","","","","SOLLUS MECANIZAÇÃO AGRÍC. LTDA","CARRETA GRANELEIRA ABASTECEDORA DE FERTILIZANTES BAZUKA FLEX","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650234","15","0","","","","","","","","","","","","","","","","","","","BALDAN IMPLEMENTOS AGRICOLAS","GRADE NIVELADORA CONTROLE REMOTO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650235","15","0","","","","","","","","","","","","","","","","","","","CASE AGRICULTURE","TRATOR AGRICOLA CASE IH PUMA 200","TRATOR","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650236","15","0","","","","","","","","","","","","","","","","","","","IKEDA EMPRESARIAL LTDA","ARADO MFD HD","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650237","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR 5065E JOHN DEERE","TRATOR","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650238","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR JOHN DEERE 5095M","TRATOR","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650239","15","0","","","","","","","","","","","","","","","","","","","IND AGRO MECANICA PINHEIRO","VAGÃO FORRAGEIRO VP-6 COM PNEUS TANDEM","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650240","15","0","","","","","","","","","","","","","","","","","","","INDUTAR TECNO METAL LTDA","ROLO FACA KATRINA 3000","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650241","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR JOHN DEERE 5600","TRATOR","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650242","15","0","","","","","","","","","","","","","","","","","","","MARCHESAN IMPL E MAQ AGRIC TAT","ROCADEIRA","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650243","15","0","","","","","","","","","","","","","","","","","","","MAQUINAS AGRICOLAS JACTO","PULVERIZADOR AGRICOLA TURBO ATOMIZADOR ARBUS 1000/","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650244","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR JOHN DEERE - 8400R","TRATOR","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650245","15","0","","","","","","","","","","","","","","","","","","","AGROLEITE CABINAS AGRICOLAS","CAPOTA AGRICOLA AGROLEITE EN","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650246","15","0","","","","","","","","","","","","","","","","","","","CRENLO DO BRASIL ENGENHARIA","CARREGADORA FRONTAL SÉRIE 562SL_VCR","IMPLEMENTOS JD","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650247","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","JOHN DEERE RATE CONTROLLER 3","AMS","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650248","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","ESTACAO METEOROLOGICA MOVEL JOHN DEERE","AMS","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650249","15","0","","","","","","","","","","","","","","","","","","","NB MAQUINAS LTDA","ENSILADEIRA JF50MAX S3 REBOQUE CAIXA","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650250","15","0","","","","","","","","","","","","","","","","","","","IPACOL MAQUINAS AGRICOLAS","CARRETA FORRAGEIRA BASCULANTE CFB 5.0 A 14.0","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650251","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","PLATAFORMA DE CORTE 0316 JOHN DEERE","PLATAFORMA CORTE","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650252","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","PLATAFORMA DE CORTE 618 JOHN D","PLATAFORMA CORTE","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650253","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","PLATAFORMA DE CORTE JOHN DEERE 625F","PLATAFORMA CORTE","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650254","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR 6110J JOHN DEERE","TRATOR","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650255","15","0","","","","","","","","","","","","","","","","","","","MARCHESAN IMPL E MAQ AGRIC TAT","GUINCHO AGRICOLA TATU GIRATORIO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650256","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","UNIDADE DE CONTROLE AUTOTRAC 300","AMS","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650257","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","COLHEDORA DE CANA DE ACUCAR JOHN DEERE CH570 - 4.0","COLHEDORA CANA","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650258","15","0","","","","","","","","","","","","","","","","","","","IMPLEMENTOS AGRICOLAS MARISPAN","CONCHA 1800","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650259","15","0","","","","","","","","","","","","","","","","","","","MENTA MAQUINAS AGRICOLAS LTDA","MENTA ATM 1.1","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650260","15","0","","","","","","","","","","","","","","","","","","","KTRES IND E COM DE EQUIP AGRIC","PODADEIRA LATERAL PIRAMIDE 2000","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650261","15","0","","","","","","","","","","","","","","","","","","","AGRES","RECEPTOR SINAL AGRES","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650262","15","0","","","","","","","","","","","","","","","","","","","IMPLEMENTOS AGRICOLAS MARISPAN","PEGADOR DE FENO PCM","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650263","15","0","","","","","","","","","","","","","","","","","","","GERALDO N. RECKTENWALD E CIA","GRADE ARADORA GREENSYSTEM","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650264","15","0","","","","","","","","","","","","","","","","","","","BALDAN IMPLEMENTOS AGRICOLAS","PLAINA NIVELADORA DE ARRASTO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650265","15","0","","","","","","","","","","","","","","","","","","","BR AGRO MAQUINAS E EQUIPAMENTO","ROCADEIRA 1300","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650266","15","0","","","","","","","","","","","","","","","","","","","FIDO CONSTRUTORA MTG.INDS.IMP.","CARRETA AGR TANQUE 6,5M3 KIT BOMB SUP JAT 2 EIXOS","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650267","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","COLHEITADEIRA DE GRAO JOHN DEERE S760","COLHEITADEIRA","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650091","16","0","","","","","","","","","","","","","","","","","","","AGE","AGRES","","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650092","16","0","","","","","","","","","","","","","","","","","","","SJ","GERALDO N. RECKTENWALD E CIA","","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650093","16","0","","","","","","","","","","","","","","","","","","","IPA","IPACOL MAQUINAS AGRICOLAS","","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650094","16","0","","","","","","","","","","","","","","","","","","","ORI","ORION TECNOLOGIA E SISTEMAS AG","","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
"650095","16","0","","","","","","","","","","","","","","","","","","","AGM","AGRO METHAL INDUSTRIAL LTDA","","","","","","","","","27/07/2026 07:00:03","Import","","","","","","","","","",""
